data_venda,id_pedido,produto,categoria,quantidade,preco_unitario,receita_total,regiao,metodo_pagamento,cliente_tipo
2024-02-27,PED00529,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,PIX,Novo
2024-05-27,PED00530,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,PIX,Recorrente
2024-09-15,PED00531,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,PIX,Novo
2024-03-21,PED00532,Asus ROG,Laptops,1,9500,9500,Leste,Cartão de Débito,Recorrente
2024-09-19,PED00533,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,PIX,Recorrente
2024-11-01,PED00534,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Crédito,Recorrente
2024-09-28,PED00535,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Centro,PIX,Novo
2024-11-21,PED00536,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Crédito,Novo
2024-07-18,PED00537,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Débito,Novo
2024-12-16,PED00538,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Sul,Cartão de Débito,Novo
2024-09-05,PED00539,iPad Air,Tablets,2,4200,8400,Norte,Boleto,Novo
2024-12-25,PED00540,Motorola Edge 40,Smartphones,2,2200,4400,Norte,Boleto,Novo
2024-03-10,PED00541,Asus ROG,Laptops,1,9500,9500,Sul,Cartão de Débito,Recorrente
2024-08-22,PED00542,Dell XPS 15,Laptops,1,7200,7200,Centro,Cartão de Crédito,Recorrente
2024-01-04,PED00543,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Crédito,Recorrente
2024-04-01,PED00544,Samsung Buds,Fones de Ouvido,3,650,1950,Centro,Cartão de Débito,Recorrente
2024-08-06,PED00545,AirPods Pro,Fones de Ouvido,3,1800,5400,Oeste,Cartão de Crédito,Recorrente
2024-10-11,PED00546,JBL Tune 510,Fones de Ouvido,1,280,280,Sul,PIX,Novo
2024-02-12,PED00547,MacBook Air M2,Laptops,2,8500,17000,Centro,PIX,Recorrente
2024-03-11,PED00548,Asus ROG,Laptops,2,9500,19000,Oeste,Cartão de Débito,Recorrente
2024-05-24,PED00549,Asus ROG,Laptops,2,9500,19000,Oeste,Boleto,Novo
2024-01-27,PED00550,Apple Watch Series 9,Smartwatches,1,4500,4500,Sul,PIX,Recorrente
2024-09-21,PED00551,Xiaomi 13,Smartphones,1,2800,2800,Sul,Cartão de Débito,Recorrente
2024-06-08,PED00552,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Boleto,Novo
2024-02-15,PED00553,Xiaomi Band 8,Smartwatches,1,350,350,Norte,PIX,Novo
2024-09-11,PED00554,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Centro,PIX,Recorrente
2024-12-25,PED00555,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Oeste,Cartão de Débito,Recorrente
2024-09-28,PED00556,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Cartão de Débito,Novo
2024-10-17,PED00557,Samsung Galaxy S23,Smartphones,2,4200,8400,Centro,PIX,Recorrente
2024-09-04,PED00558,iPhone 14,Smartphones,1,3500,3500,Oeste,PIX,Recorrente
2024-10-27,PED00559,AirPods Pro,Fones de Ouvido,2,1800,3600,Centro,Cartão de Crédito,Recorrente
2024-02-12,PED00560,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Débito,Recorrente
2024-08-11,PED00561,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,Cartão de Débito,Recorrente
2024-07-07,PED00562,Lenovo Tab P11,Tablets,1,1800,1800,Leste,Boleto,Novo
2024-09-10,PED00563,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Débito,Recorrente
2024-11-28,PED00564,Dell XPS 15,Laptops,1,7200,7200,Sul,Cartão de Crédito,Novo
2024-07-17,PED00565,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Débito,Recorrente
2024-02-16,PED00566,MacBook Air M2,Laptops,1,8500,8500,Leste,Cartão de Débito,Novo
2024-07-28,PED00567,Amazon Fire HD,Tablets,2,850,1700,Leste,Cartão de Crédito,Recorrente
2024-11-09,PED00568,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Cartão de Crédito,Novo
2024-07-11,PED00569,MacBook Air M2,Laptops,1,8500,8500,Centro,PIX,Recorrente
2024-12-22,PED00570,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Boleto,Recorrente
2024-01-26,PED00571,Amazon Fire HD,Tablets,1,850,850,Leste,Cartão de Crédito,Recorrente
2024-05-15,PED00572,Lenovo ThinkPad,Laptops,1,5800,5800,Sul,Cartão de Crédito,Novo
2024-08-26,PED00573,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Norte,Cartão de Débito,Novo
2024-01-08,PED00574,Samsung Tab S9,Tablets,1,3500,3500,Norte,PIX,Novo
2024-06-21,PED00575,Xiaomi 13,Smartphones,1,2800,2800,Norte,Boleto,Novo
2024-04-08,PED00576,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,Cartão de Crédito,Recorrente
2024-04-23,PED00577,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Crédito,Recorrente
2024-11-12,PED00578,Asus ROG,Laptops,1,9500,9500,Centro,Boleto,Recorrente
2024-12-11,PED00579,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Crédito,Recorrente
2024-03-24,PED00580,JBL Tune 510,Fones de Ouvido,1,280,280,Oeste,Boleto,Recorrente
2024-06-22,PED00581,Xiaomi 13,Smartphones,2,2800,5600,Sul,PIX,Recorrente
2024-09-02,PED00582,Samsung Tab S9,Tablets,1,3500,3500,Centro,PIX,Recorrente
2024-01-10,PED00583,Lenovo Tab P11,Tablets,1,1800,1800,Sul,Cartão de Crédito,Novo
2024-07-07,PED00584,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Crédito,Recorrente
2024-08-09,PED00585,Motorola Edge 40,Smartphones,1,2200,2200,Norte,PIX,Recorrente
2024-03-22,PED00586,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,Cartão de Crédito,Novo
2024-08-22,PED00587,iPhone 14,Smartphones,1,3500,3500,Norte,PIX,Recorrente
2024-07-16,PED00588,Asus ROG,Laptops,2,9500,19000,Centro,Boleto,Novo
2024-06-19,PED00589,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Boleto,Novo
2024-01-01,PED00590,iPad Air,Tablets,1,4200,4200,Norte,Cartão de Débito,Recorrente
2024-03-26,PED00591,JBL Tune 510,Fones de Ouvido,3,280,840,Centro,Boleto,Recorrente
2024-08-22,PED00592,Apple Watch Series 9,Smartwatches,2,4500,9000,Norte,Cartão de Crédito,Novo
2024-07-08,PED00593,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Centro,PIX,Recorrente
2024-12-03,PED00594,iPhone 14,Smartphones,1,3500,3500,Sul,Boleto,Recorrente
2024-03-16,PED00595,Xiaomi 13,Smartphones,1,2800,2800,Norte,PIX,Novo
2024-03-17,PED00596,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Leste,Boleto,Novo
2024-05-27,PED00597,iPhone 14,Smartphones,2,3500,7000,Sul,PIX,Novo
2024-01-10,PED00598,Asus ROG,Laptops,1,9500,9500,Leste,PIX,Recorrente
2024-12-10,PED00599,MacBook Air M2,Laptops,1,8500,8500,Oeste,Boleto,Recorrente
2024-06-09,PED00600,Apple Watch Series 9,Smartwatches,1,4500,4500,Oeste,Cartão de Débito,Recorrente
2024-08-26,PED00601,Motorola Edge 40,Smartphones,2,2200,4400,Oeste,Cartão de Crédito,Recorrente
2024-06-07,PED00602,Asus ROG,Laptops,2,9500,19000,Centro,Cartão de Débito,Recorrente
2024-07-17,PED00603,Apple Watch Series 9,Smartwatches,2,4500,9000,Norte,Cartão de Débito,Recorrente
2024-01-08,PED00604,iPad Air,Tablets,1,4200,4200,Centro,PIX,Novo
2024-06-20,PED00605,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Norte,Boleto,Recorrente
2024-02-09,PED00606,Samsung Tab S9,Tablets,1,3500,3500,Sul,PIX,Recorrente
2024-04-24,PED00607,Samsung Buds,Fones de Ouvido,3,650,1950,Leste,Cartão de Crédito,Recorrente
2024-01-05,PED00608,Apple Watch Series 9,Smartwatches,2,4500,9000,Norte,PIX,Recorrente
2024-02-04,PED00609,Garmin Forerunner,Smartwatches,1,2200,2200,Oeste,Cartão de Crédito,Recorrente
2024-12-16,PED00610,JBL Tune 510,Fones de Ouvido,2,280,560,Oeste,Boleto,Recorrente
2024-06-22,PED00611,Xiaomi Band 8,Smartwatches,2,350,700,Centro,Cartão de Débito,Recorrente
2024-06-07,PED00612,AirPods Pro,Fones de Ouvido,1,1800,1800,Norte,Cartão de Crédito,Recorrente
2024-07-26,PED00613,Xiaomi 13,Smartphones,1,2800,2800,Leste,Cartão de Débito,Recorrente
2024-04-10,PED00614,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,PIX,Recorrente
2024-07-20,PED00615,AirPods Pro,Fones de Ouvido,1,1800,1800,Leste,Cartão de Débito,Recorrente
2024-04-19,PED00616,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Boleto,Recorrente
2024-10-07,PED00617,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Crédito,Recorrente
2024-10-22,PED00618,Xiaomi Band 8,Smartwatches,1,350,350,Centro,Cartão de Débito,Novo
2024-03-26,PED00619,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Centro,Cartão de Débito,Recorrente
2024-09-28,PED00620,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Sul,Cartão de Débito,Recorrente
2024-08-24,PED00621,AirPods Pro,Fones de Ouvido,1,1800,1800,Sul,PIX,Novo
2024-12-13,PED00622,MacBook Air M2,Laptops,2,8500,17000,Centro,Cartão de Débito,Novo
2024-11-26,PED00623,Apple Watch Series 9,Smartwatches,1,4500,4500,Sul,PIX,Recorrente
2024-09-23,PED00624,Asus ROG,Laptops,2,9500,19000,Sul,Boleto,Recorrente
2024-02-26,PED00625,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Cartão de Crédito,Recorrente
2024-07-26,PED00626,JBL Tune 510,Fones de Ouvido,3,280,840,Oeste,Cartão de Débito,Recorrente
2024-09-25,PED00627,Samsung Buds,Fones de Ouvido,3,650,1950,Centro,Cartão de Débito,Recorrente
2024-04-13,PED00628,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Leste,Cartão de Crédito,Novo
2024-07-23,PED00629,Dell XPS 15,Laptops,1,7200,7200,Leste,Boleto,Novo
2024-01-02,PED00630,Lenovo Tab P11,Tablets,1,1800,1800,Leste,Boleto,Novo
2024-05-01,PED00631,Apple Watch Series 9,Smartwatches,2,4500,9000,Centro,Cartão de Crédito,Recorrente
2024-09-12,PED00632,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Débito,Recorrente
2024-12-14,PED00633,Xiaomi 13,Smartphones,1,2800,2800,Sul,Cartão de Crédito,Recorrente
2024-05-02,PED00634,Asus ROG,Laptops,1,9500,9500,Leste,Cartão de Crédito,Recorrente
2024-05-16,PED00635,Apple Watch Series 9,Smartwatches,1,4500,4500,Centro,Cartão de Crédito,Novo
2024-05-14,PED00636,iPad Air,Tablets,1,4200,4200,Centro,Cartão de Crédito,Recorrente
2024-11-05,PED00637,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Débito,Novo
2024-07-07,PED00638,Samsung Tab S9,Tablets,1,3500,3500,Centro,PIX,Recorrente
2024-04-03,PED00639,Apple Watch Series 9,Smartwatches,2,4500,9000,Oeste,Boleto,Novo
2024-04-04,PED00640,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Débito,Recorrente
2024-04-28,PED00641,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Cartão de Débito,Recorrente
2024-12-18,PED00642,Samsung Galaxy S23,Smartphones,1,4200,4200,Sul,PIX,Recorrente
2024-11-04,PED00643,JBL Tune 510,Fones de Ouvido,3,280,840,Oeste,PIX,Recorrente
2024-04-09,PED00644,Dell XPS 15,Laptops,2,7200,14400,Oeste,PIX,Recorrente
2024-03-13,PED00645,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Cartão de Crédito,Recorrente
2024-08-02,PED00646,AirPods Pro,Fones de Ouvido,1,1800,1800,Oeste,Cartão de Crédito,Recorrente
2024-02-20,PED00647,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Norte,Cartão de Débito,Recorrente
2024-01-07,PED00648,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Leste,Boleto,Novo
2024-08-09,PED00649,Motorola Edge 40,Smartphones,1,2200,2200,Leste,Cartão de Débito,Novo
2024-09-14,PED00650,iPad Air,Tablets,1,4200,4200,Leste,Cartão de Crédito,Recorrente
2024-10-27,PED00651,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Oeste,Boleto,Recorrente
2024-07-06,PED00652,iPad Air,Tablets,1,4200,4200,Centro,PIX,Novo
2024-03-07,PED00653,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Cartão de Crédito,Recorrente
2024-01-08,PED00654,MacBook Air M2,Laptops,1,8500,8500,Oeste,PIX,Novo
2024-07-15,PED00655,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Débito,Novo
2024-07-21,PED00656,AirPods Pro,Fones de Ouvido,2,1800,3600,Leste,Boleto,Recorrente
2024-03-11,PED00657,MacBook Air M2,Laptops,2,8500,17000,Leste,Boleto,Recorrente
2024-04-25,PED00658,Asus ROG,Laptops,2,9500,19000,Leste,Cartão de Débito,Recorrente
2024-07-22,PED00659,Samsung Tab S9,Tablets,1,3500,3500,Norte,PIX,Recorrente
2024-08-12,PED00660,iPad Air,Tablets,1,4200,4200,Leste,Boleto,Novo
2024-09-08,PED00661,Xiaomi Band 8,Smartwatches,1,350,350,Norte,Cartão de Débito,Recorrente
2024-09-07,PED00662,iPhone 14,Smartphones,1,3500,3500,Leste,PIX,Recorrente
2024-05-21,PED00663,Motorola Edge 40,Smartphones,2,2200,4400,Sul,Cartão de Crédito,Novo
2024-04-02,PED00664,Amazon Fire HD,Tablets,2,850,1700,Sul,Cartão de Crédito,Recorrente
2024-09-28,PED00665,Samsung Tab S9,Tablets,1,3500,3500,Sul,Cartão de Débito,Recorrente
2024-10-13,PED00666,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,PIX,Recorrente
2024-08-16,PED00667,Dell XPS 15,Laptops,1,7200,7200,Sul,Cartão de Crédito,Novo
2024-12-26,PED00668,iPhone 14,Smartphones,1,3500,3500,Centro,Boleto,Recorrente
2024-04-20,PED00669,Asus ROG,Laptops,2,9500,19000,Norte,Cartão de Débito,Recorrente
2024-06-08,PED00670,Asus ROG,Laptops,2,9500,19000,Leste,Cartão de Débito,Recorrente
2024-12-22,PED00671,AirPods Pro,Fones de Ouvido,3,1800,5400,Norte,Cartão de Crédito,Novo
2024-08-08,PED00672,JBL Tune 510,Fones de Ouvido,3,280,840,Centro,PIX,Novo
2024-07-10,PED00673,JBL Tune 510,Fones de Ouvido,1,280,280,Oeste,Cartão de Débito,Recorrente
2024-07-14,PED00674,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,PIX,Recorrente
2024-10-05,PED00675,Lenovo ThinkPad,Laptops,2,5800,11600,Norte,PIX,Recorrente
2024-12-09,PED00676,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Oeste,Cartão de Débito,Recorrente
2024-06-04,PED00677,Asus ROG,Laptops,1,9500,9500,Leste,Boleto,Novo
2024-08-13,PED00678,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Boleto,Recorrente
2024-03-09,PED00679,Xiaomi 13,Smartphones,1,2800,2800,Centro,Cartão de Crédito,Novo
2024-10-26,PED00680,Samsung Buds,Fones de Ouvido,2,650,1300,Leste,Cartão de Débito,Recorrente
2024-04-28,PED00681,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,PIX,Novo
2024-09-04,PED00682,JBL Tune 510,Fones de Ouvido,1,280,280,Norte,PIX,Novo
2024-03-09,PED00683,Lenovo ThinkPad,Laptops,2,5800,11600,Norte,Cartão de Débito,Recorrente
2024-11-01,PED00684,Samsung Tab S9,Tablets,2,3500,7000,Oeste,Boleto,Recorrente
2024-09-22,PED00685,Samsung Tab S9,Tablets,1,3500,3500,Sul,Boleto,Novo
2024-08-04,PED00686,iPad Air,Tablets,1,4200,4200,Sul,Cartão de Crédito,Novo
2024-04-09,PED00687,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Boleto,Novo
2024-10-10,PED00688,JBL Tune 510,Fones de Ouvido,2,280,560,Leste,Cartão de Crédito,Recorrente
2024-08-04,PED00689,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Cartão de Débito,Recorrente
2024-03-09,PED00690,Lenovo Tab P11,Tablets,1,1800,1800,Centro,Cartão de Débito,Recorrente
2024-09-05,PED00691,AirPods Pro,Fones de Ouvido,3,1800,5400,Norte,Cartão de Crédito,Novo
2024-09-15,PED00692,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Boleto,Recorrente
2024-12-20,PED00693,Dell XPS 15,Laptops,1,7200,7200,Oeste,Cartão de Débito,Novo
2024-08-09,PED00694,Garmin Forerunner,Smartwatches,1,2200,2200,Oeste,Cartão de Débito,Novo
2024-10-01,PED00695,Samsung Tab S9,Tablets,1,3500,3500,Centro,Cartão de Crédito,Novo
2024-06-03,PED00696,Garmin Forerunner,Smartwatches,1,2200,2200,Norte,Cartão de Débito,Recorrente
2024-08-15,PED00697,iPad Air,Tablets,1,4200,4200,Norte,Cartão de Crédito,Novo
2024-01-05,PED00698,Samsung Galaxy Watch 6,Smartwatches,2,2800,5600,Sul,Cartão de Crédito,Novo
2024-09-13,PED00699,Xiaomi 13,Smartphones,2,2800,5600,Leste,Cartão de Débito,Novo
2024-12-03,PED00700,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Cartão de Crédito,Novo
2024-12-22,PED00701,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Débito,Novo
2024-03-14,PED00702,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Boleto,Novo
2024-02-26,PED00703,AirPods Pro,Fones de Ouvido,1,1800,1800,Centro,Cartão de Crédito,Recorrente
2024-04-11,PED00704,Samsung Tab S9,Tablets,1,3500,3500,Leste,Cartão de Crédito,Recorrente
2024-02-24,PED00705,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Cartão de Débito,Recorrente
2024-09-17,PED00706,Xiaomi 13,Smartphones,2,2800,5600,Leste,Cartão de Crédito,Novo
2024-01-25,PED00707,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,PIX,Novo
2024-01-18,PED00708,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Leste,Cartão de Débito,Recorrente
2024-03-28,PED00709,Motorola Edge 40,Smartphones,2,2200,4400,Oeste,Boleto,Recorrente
2024-11-06,PED00710,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,Cartão de Débito,Novo
2024-10-14,PED00711,Xiaomi Band 8,Smartwatches,2,350,700,Centro,Cartão de Débito,Novo
2024-12-02,PED00712,iPad Air,Tablets,1,4200,4200,Oeste,Cartão de Crédito,Novo
2024-11-27,PED00713,Samsung Galaxy S23,Smartphones,1,4200,4200,Centro,PIX,Recorrente
2024-01-07,PED00714,Samsung Buds,Fones de Ouvido,3,650,1950,Norte,PIX,Recorrente
2024-10-04,PED00715,JBL Tune 510,Fones de Ouvido,1,280,280,Leste,Cartão de Crédito,Novo
2024-11-12,PED00716,Motorola Edge 40,Smartphones,1,2200,2200,Norte,PIX,Recorrente
2024-04-08,PED00717,Lenovo Tab P11,Tablets,2,1800,3600,Centro,PIX,Recorrente
2024-02-10,PED00718,Xiaomi 13,Smartphones,2,2800,5600,Centro,PIX,Recorrente
2024-04-17,PED00719,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Cartão de Crédito,Novo
2024-10-08,PED00720,Apple Watch Series 9,Smartwatches,1,4500,4500,Norte,Boleto,Recorrente
2024-05-18,PED00721,iPhone 14,Smartphones,2,3500,7000,Centro,PIX,Recorrente
2024-12-09,PED00722,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,PIX,Recorrente
2024-01-22,PED00723,Samsung Galaxy S23,Smartphones,2,4200,8400,Oeste,Boleto,Recorrente
2024-12-23,PED00724,Amazon Fire HD,Tablets,2,850,1700,Oeste,Cartão de Débito,Recorrente
2024-08-22,PED00725,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,Boleto,Novo
2024-03-11,PED00726,Xiaomi 13,Smartphones,1,2800,2800,Norte,Cartão de Débito,Novo
2024-04-08,PED00727,Samsung Galaxy S23,Smartphones,2,4200,8400,Centro,Cartão de Crédito,Recorrente
2024-01-25,PED00728,Amazon Fire HD,Tablets,1,850,850,Centro,Cartão de Débito,Recorrente
2024-10-20,PED00729,Xiaomi Band 8,Smartwatches,1,350,350,Oeste,Boleto,Novo
2024-10-06,PED00730,Lenovo Tab P11,Tablets,1,1800,1800,Leste,PIX,Recorrente
2024-01-05,PED00731,JBL Tune 510,Fones de Ouvido,2,280,560,Centro,Boleto,Recorrente
2024-03-26,PED00732,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Crédito,Recorrente
2024-11-10,PED00733,Xiaomi Band 8,Smartwatches,2,350,700,Sul,PIX,Recorrente
2024-02-24,PED00734,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Débito,Novo
2024-03-25,PED00735,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Leste,Boleto,Novo
2024-01-18,PED00736,Amazon Fire HD,Tablets,1,850,850,Sul,Boleto,Recorrente
2024-06-22,PED00737,Xiaomi 13,Smartphones,1,2800,2800,Sul,Boleto,Novo
2024-11-27,PED00738,MacBook Air M2,Laptops,1,8500,8500,Centro,Cartão de Débito,Recorrente
2024-07-26,PED00739,Garmin Forerunner,Smartwatches,1,2200,2200,Centro,Cartão de Crédito,Recorrente
2024-03-21,PED00740,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Crédito,Recorrente
2024-11-15,PED00741,Lenovo Tab P11,Tablets,2,1800,3600,Centro,Cartão de Crédito,Recorrente
2024-02-05,PED00742,Samsung Tab S9,Tablets,1,3500,3500,Oeste,PIX,Recorrente
2024-12-03,PED00743,JBL Tune 510,Fones de Ouvido,2,280,560,Sul,Boleto,Novo
2024-01-05,PED00744,Xiaomi Band 8,Smartwatches,1,350,350,Leste,Cartão de Crédito,Recorrente
2024-10-22,PED00745,Dell XPS 15,Laptops,1,7200,7200,Leste,PIX,Novo
2024-07-27,PED00746,Dell XPS 15,Laptops,1,7200,7200,Sul,Boleto,Recorrente
2024-07-25,PED00747,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Boleto,Novo
2024-05-02,PED00748,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,Cartão de Débito,Recorrente
2024-04-01,PED00749,Samsung Tab S9,Tablets,1,3500,3500,Oeste,Cartão de Crédito,Recorrente
2024-02-07,PED00750,Asus ROG,Laptops,1,9500,9500,Sul,Cartão de Débito,Recorrente
2024-08-04,PED00751,Samsung Galaxy S23,Smartphones,1,4200,4200,Leste,PIX,Novo
2024-09-13,PED00752,Samsung Galaxy Watch 6,Smartwatches,1,2800,2800,Norte,Boleto,Recorrente
2024-04-01,PED00753,JBL Tune 510,Fones de Ouvido,2,280,560,Norte,Cartão de Crédito,Novo
2024-09-19,PED00754,Samsung Galaxy S23,Smartphones,2,4200,8400,Norte,PIX,Recorrente
2024-03-07,PED00755,iPhone 14,Smartphones,1,3500,3500,Leste,Cartão de Crédito,Novo
2024-05-08,PED00756,Xiaomi 13,Smartphones,1,2800,2800,Centro,Cartão de Crédito,Novo
2024-08-11,PED00757,Apple Watch Series 9,Smartwatches,1,4500,4500,Leste,Boleto,Recorrente
2024-10-01,PED00758,JBL Tune 510,Fones de Ouvido,3,280,840,Norte,PIX,Novo
2024-09-06,PED00759,MacBook Air M2,Laptops,1,8500,8500,Sul,Cartão de Crédito,Recorrente
2024-01-01,PED00760,AirPods Pro,Fones de Ouvido,2,1800,3600,Leste,PIX,Novo
2024-02-22,PED00761,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Débito,Novo
2024-08-02,PED00762,Amazon Fire HD,Tablets,1,850,850,Oeste,Cartão de Crédito,Novo
2024-12-06,PED00763,iPhone 14,Smartphones,2,3500,7000,Norte,PIX,Novo
2024-05-22,PED00764,Motorola Edge 40,Smartphones,1,2200,2200,Oeste,PIX,Novo
2024-12-13,PED00765,iPad Air,Tablets,1,4200,4200,Sul,Boleto,Novo
2024-08-08,PED00766,Samsung Tab S9,Tablets,1,3500,3500,Leste,Boleto,Novo
2024-08-04,PED00767,Motorola Edge 40,Smartphones,1,2200,2200,Centro,Cartão de Crédito,Recorrente
2024-12-13,PED00768,Xiaomi 13,Smartphones,2,2800,5600,Oeste,Boleto,Recorrente
2024-02-24,PED00769,iPhone 14,Smartphones,1,3500,3500,Sul,Cartão de Crédito,Recorrente
2024-08-04,PED00770,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,PIX,Recorrente
2024-05-17,PED00771,Samsung Galaxy S23,Smartphones,1,4200,4200,Oeste,Cartão de Débito,Recorrente
2024-10-10,PED00772,AirPods Pro,Fones de Ouvido,1,1800,1800,Sul,Boleto,Novo
2024-12-08,PED00773,Samsung Buds,Fones de Ouvido,3,650,1950,Norte,Cartão de Débito,Recorrente
2024-04-12,PED00774,Sony WH-1000XM5,Fones de Ouvido,2,1500,3000,Centro,Boleto,Recorrente
2024-09-26,PED00775,Lenovo ThinkPad,Laptops,1,5800,5800,Leste,Cartão de Crédito,Recorrente
2024-01-25,PED00776,Amazon Fire HD,Tablets,1,850,850,Leste,Cartão de Crédito,Novo
2024-10-10,PED00777,Xiaomi Band 8,Smartwatches,2,350,700,Sul,PIX,Novo
2024-10-08,PED00778,JBL Tune 510,Fones de Ouvido,1,280,280,Sul,PIX,Novo
2024-12-03,PED00779,Xiaomi Band 8,Smartwatches,1,350,350,Sul,Cartão de Débito,Recorrente
2024-04-14,PED00780,Amazon Fire HD,Tablets,1,850,850,Leste,PIX,Novo
2024-07-09,PED00781,Lenovo Tab P11,Tablets,1,1800,1800,Oeste,Cartão de Débito,Recorrente
2024-02-06,PED00782,Sony WH-1000XM5,Fones de Ouvido,1,1500,1500,Sul,Cartão de Débito,Recorrente
2024-04-25,PED00783,Motorola Edge 40,Smartphones,1,2200,2200,Norte,Cartão de Crédito,Recorrente
2024-09-10,PED00784,JBL Tune 510,Fones de Ouvido,1,280,280,Norte,Cartão de Débito,Novo
2024-01-04,PED00785,Garmin Forerunner,Smartwatches,1,2200,2200,Leste,Cartão de Débito,Recorrente
2024-02-23,PED00786,Samsung Tab S9,Tablets,2,3500,7000,Centro,PIX,Novo
2024-06-03,PED00787,Lenovo ThinkPad,Laptops,1,5800,5800,Norte,Boleto,Novo
2024-11-06,PED00788,iPhone 14,Smartphones,1,3500,3500,Norte,Boleto,Recorrente
2024-10-20,PED00789,iPad Air,Tablets,2,4200,8400,Leste,PIX,Recorrente
2024-01-19,PED00790,Sony WH-1000XM5,Fones de Ouvido,3,1500,4500,Sul,Cartão de Débito,Novo
2024-02-14,PED00791,Lenovo ThinkPad,Laptops,2,5800,11600,Leste,PIX,Recorrente
2024-03-04,PED00792,Asus ROG,Laptops,2,9500,19000,Sul,Cartão de Débito,Recorrente
